sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500106023,YouBike2.0_捷運中正紀念堂站(4號出口),21,0,中正區,2023-05-08 20:43:04,25.03376,121.51772,羅斯福路一段5號前方,Zhongzheng Dist,YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 4),No. 5， Sec. 1， Roosevelt Rd.,21,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:43:04,2023-05-08
500106030,YouBike2.0_南海和平路口西南側,19,0,中正區,2023-05-08 20:30:25,25.03024,121.50904,南海路與和平西路二段西南側,Zhongzheng Dist,YouBike2.0_Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),Nanhai Rd & Sec. 2， Heping W. Rd (Southwest),19,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:30:25,2023-05-08
500106038,YouBike2.0_南門國中,29,0,中正區,2023-05-08 20:29:04,25.03543,121.50834,廣州街8巷/廣州街口東南側,Zhongzheng Dist,YouBike2.0_Nan Men Junior High School,Ln. 8， Guangzhou St/Guangzhou St Intersection. (Southeast),29,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:29:04,2023-05-08
500106039,YouBike2.0_捷運小南門站(2號出口),18,0,中正區,2023-05-08 20:44:04,25.03567,121.51006,愛國西路30號之2前方,Zhongzheng Dist,YouBike2.0_MRT Xiaonanmen Sta. (Exit 2),No. 30-2， Aiguo West Rd.,18,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:44:04,2023-05-08
500106042,YouBike2.0_華山文創園區,39,0,中正區,2023-05-08 20:18:04,25.04367,121.52849,忠孝東路二段41號,Zhongzheng Dist,YouBike2.0_Huashan 1914 Creative Park,No. 41， Sec. 2， Zhongxiao E. Rd.,39,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:18:04,2023-05-08
500106043,YouBike2.0_捷運善導寺站(1號出口),33,0,中正區,2023-05-08 20:45:05,25.04527,121.5222,忠孝東路一段7號,Zhongzheng Dist,YouBike2.0_MRT Shandao Temple Sta (Exit 1),No. 7， Sec. 1， Zhongxiao E. Rd.,33,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:05,2023-05-08
500106047,YouBike2.0_中正運動中心,30,0,中正區,2023-05-08 20:37:04,25.03786,121.51985,信義路一段1號前,Zhongzheng Dist,YouBike2.0_Zhongzheng Sports Center,No. 1， Sec 1， Xinyi Rd.,30,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:37:04,2023-05-08
500106051,YouBike2.0_延平南路133巷口,17,0,中正區,2023-05-08 20:45:15,25.03792,121.50846,延平南路162號對側,Zhongzheng Dist,YouBike2.0_Ln. 133， Yanping S. Rd Intersection,No.162， Yanping S. Rd. (Opposite),17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:15,2023-05-08
500106054,YouBike2.0_法務部,27,0,中正區,2023-05-08 19:45:05,25.03705,121.51249,重慶南路一段130號旁,Zhongzheng Dist,YouBike2.0_Agency Against Corruption,No. 130， Sec. 1， Chongqing S. Rd.,27,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:45:05,2023-05-08
500106060,YouBike2.0_中華漢口街口,19,0,中正區,2023-05-08 20:09:04,25.04533,121.50944,中華路一段與漢口街一段路口,Zhongzheng Dist,YouBike2.0_Sec. 1， Zhonghua Rd & Hankou St Intersection,Sec. 1， Zhonghua Rd & Sec. 1， Hankou St Intersection,19,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:09:04,2023-05-08
500106061,YouBike2.0_中華路一段21巷口,22,0,中正區,2023-05-08 20:36:05,25.04677,121.50989,中華路一段11號(斜前方),Zhongzheng Dist,YouBike2.0_Ln. 21， Sec. 1， Zhonghua Rd Intersection,No. 11， Sec. 1， Zhonghua Rd. (Front right),22,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:36:05,2023-05-08
500106071,YouBike2.0_中山青島路口,30,0,中正區,2023-05-08 20:21:07,25.04503,121.51968,中山南路/青島東路口(東北側),Zhongzheng Dist,YouBike2.0_Zhongshan & Qingdao Intersection,Zhongshan S. Rd & Qingdao E. Rd. Intersection (Northeast),30,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:21:07,2023-05-08
500106073,YouBike2.0_北平東杭州北路口,20,0,中正區,2023-05-08 20:43:04,25.04553,121.52736,北平東路/杭州北路口(東北側),Zhongzheng Dist,YouBike2.0_Beiping E. Rd. & Hangzhou N. Rd. Intersection,Beiping E. Rd. & Hangzhou N. Rd. Intersection (Northeast),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:43:04,2023-05-08
500106077,YouBike2.0_林森徐州路口,16,0,中正區,2023-05-08 20:32:04,25.04094,121.52215,林森南路/徐州路口(西南側),Zhongzheng Dist,YouBike2.0_Linsen Rd. & Xuzhou Rd. Intersection,Linsen S. Rd. & Xuzhou Rd. Intersection (Northwest),16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:32:04,2023-05-08
500106079,YouBike2.0_捷運中正紀念堂站(6號出口),17,0,中正區,2023-05-08 19:38:04,25.03615,121.5166,捷運中正紀念堂站(6號出口)北側,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit 6),MRT C.K.S Memorial Hall Sta.(Exit.6) (North),17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:38:04,2023-05-08
500106085,YouBike2.0_弘道國中,18,0,中正區,2023-05-08 19:10:11,25.03828,121.51524,公園路21號西北側,Zhongzheng Dist,YouBike2.0_Hondao Junior High School,No. 21， Gongyuan Rd. (Northwest),18,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:10:11,2023-05-08
500106086,YouBike2.0_臺北市第一女子高級中學,17,0,中正區,2023-05-08 19:14:04,25.0385,121.51288,重慶南路一段165號旁,Zhongzheng Dist,YouBike2.0_Taipei First Girls High School,No. 165， Sec. 1， Chongqing S. Rd.,17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:14:04,2023-05-08
500106089,YouBike2.0_羅斯福寧波東街口,20,0,中正區,2023-05-08 20:34:04,25.03145,121.51941,羅斯福路一段/寧波東街(東南側),Zhongzheng Dist,YouBike2.0_Roosevelt Rd. & Ningbo E. St. Intersection,Sec. 1， Roosevelt Rd. & Ningbo E. St. Intersection (Southeast),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:34:04,2023-05-08
500106091,YouBike2.0_仁愛林森路口,20,0,中正區,2023-05-08 19:45:05,25.03895,121.52233,仁愛路一段路口/林森南路(東北側),Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Linsen Rd. Intersection,Sec. 1， Ren'ai Rd. & Linsen S. Rd. Intersection (Northeast),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:45:05,2023-05-08
500106093,YouBike2.0_仁愛金山路口,9,0,中正區,2023-05-08 20:32:04,25.0384,121.52801,仁愛路二段31號前,Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Jinshan Rd. Intersection,No. 31， Sec. 2， Ren'ai Rd.,9,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:32:04,2023-05-08
500106102,YouBike2.0_捷運忠孝新生站(1號出口),19,0,中正區,2023-05-08 20:43:04,25.04272,121.53207,捷運忠孝新生站(1號出口)後方,Zhongzheng Dist,YouBike2.0_MRT Zhongxiao Xinsheng Sta.(Exit.1),MRT Zhongxiao Xinsheng Sta.(Exit.1),19,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:43:04,2023-05-08
500106107,YouBike2.0_仁愛紹興街口(南側),17,0,中正區,2023-05-08 20:14:04,25.03837,121.52345,仁愛路一段/紹興南街口(南側),Zhongzheng Dist,YouBike2.0_Ren'ai Rd. & Shaoxing St. Intersection (South),Sec. 1， Ren'ai Rd. & Shaoxing S. St. Intersection (South),17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:14:04,2023-05-08
500106109,YouBike2.0_立法院台北會館,15,0,中正區,2023-05-08 20:35:04,25.03371,121.51068,博愛路217號旁,Zhongzheng Dist,YouBike2.0_Taipei Association,No. 217， Bo'ai Rd.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:35:04,2023-05-08
500106118,YouBike2.0_捷運中正紀念堂站(2號出口),12,0,中正區,2023-05-08 20:39:04,25.03212,121.51861,羅斯福路一段10號前,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit 2),No. 10， Sec. 1， Roosevelt Rd.,12,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:39:04,2023-05-08
500107001,YouBike2.0_通北街65巷口,16,0,中山區,2023-05-08 20:38:04,25.08251,121.54004,通北街/通北街65巷口(東北側),Zhongshan Dist,YouBike2.0_Ln. 65， Tongbei St.,Tongbei /Ln. 65， Tongbei St. Intersection,16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:38:04,2023-05-08
500107004,YouBike2.0_劍潭社區,13,0,中山區,2023-04-19 11:06:04,25.08524,121.53748,通北街146巷2弄2號(對面公園),Zhongshan Dist,YouBike2.0_Jiantan Community,No. 2， Aly. 2， Ln. 146， Tongbei St. (Opposite),13,0,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-04-19 11:06:04,2023-04-19
500107005,YouBike2.0_培英公園,30,0,中山區,2023-05-08 20:36:05,25.08258,121.54462,崇實路/大直街62巷(東南側),Zhongshan Dist,YouBike2.0_Peiying Park,Chongshi/Ln. 62， Dajhih St. Intersection,30,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:36:05,2023-05-08
500107006,YouBike2.0_樂群二明水路口,20,0,中山區,2023-05-08 20:23:04,25.08009,121.55226,樂群二路/明水路口(東北側),Zhongshan Dist,YouBike2.0_Lequn 2nd & Mingshui Rd. Intersection,Lequn 2nd/Mingshui Rd. Intersection,20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:23:04,2023-05-08
500107027,YouBike2.0_南京建國路口,42,0,中山區,2023-05-08 20:27:04,25.05214,121.5368,南京東路二段/建國北路二段(北側),Zhongshan Dist,YouBike2.0_Nanjing E Rd. & Jianguo Rd. Intersection,Sec. 2， Nanjing E Rd. & Sec. 2， Jianguo N Rd. Intersection (North),42,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:27:04,2023-05-08
500107028,YouBike2.0_捷運松江南京站(7號出口),75,0,中山區,2023-05-08 20:21:07,25.05246,121.5332,松江路119號前,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 7),No. 119， Songjiang Rd.,75,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:21:07,2023-05-08
500107036,YouBike2.0_捷運行天宮站(3號出口),42,0,中山區,2023-05-08 20:41:04,25.05992,121.5333,松江路261號前,Zhongshan Dist,YouBike2.0_MRT Xingtian Temple Sta. (Exit 3),No. 261， Songjiang Rd.,42,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:41:04,2023-05-08
500107039,YouBike2.0_農安雙城街口,15,0,中山區,2023-05-08 20:41:04,25.06491,121.52449,農安街12-1號前方,Zhongshan Dist,YouBike2.0_Nong'an St. & Shuangcheng St. Intersection,No. 12-1， Nong'an St.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:41:04,2023-05-08
500107042,YouBike2.0_臺北市立美術館,24,0,中山區,2023-05-08 19:04:43,25.06987,121.52291,花博公園5號出入口旁,Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum,Taipei EXPO Park Yuanshan Gate 5,24,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:04:43,2023-05-08
500107043,YouBike2.0_中山民族路口,16,0,中山區,2023-05-08 19:25:04,25.06816,121.52265,中山北路三段54號前,Zhongshan Dist,YouBike2.0_Zhongshan Rd. & Minzu Rd. Intersection,No. 54， Sec. 3， Zhongshan N. Rd.,16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:25:04,2023-05-08
500107046,YouBike2.0_仁德公園,18,0,中山區,2023-04-17 00:35:05,25.05337,121.5289,吉林路108巷與南京東路二段21巷口東南側,Zhongshan Dist,YouBike2.0_Rende Park,Ln. 108， Jilin Rd. & Ln.21 ， Sec. 2， Nanjing E. Rd. Intersection (Southeast),18,0,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-04-17 00:35:05,2023-04-17
500107051,YouBike2.0_民權建國路口,34,0,中山區,2023-05-08 20:03:05,25.06251,121.53765,民權東路三段/建國北路三段口(東北側),Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo N. Rd. Intersection,Sec. 3， Minquan E. Rd. & Sec. 3， Jianguo N. Rd. Intersection (Northeast),34,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:03:05,2023-05-08
500107052,YouBike2.0_松江路431巷口,15,0,中山區,2023-05-08 20:32:04,25.06585,121.53338,松江路433號前,Zhongshan Dist,YouBike2.0_Ln. 431， Songshan Rd. Intersection,No. 433， Songjiang Rd.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:32:04,2023-05-08
500107057,YouBike2.0_中山公民會館,20,0,中山區,2023-05-08 20:40:09,25.06185,121.5226,中山北路二段128巷口,Zhongshan Dist,YouBike2.0_zhongshan Public Assembly Hall,Ln. 128， Sec. 2， Jhongshan N. Rd.,20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:40:09,2023-05-08
500107059,YouBike2.0_捷運中山站(2號出口),33,0,中山區,2023-05-08 20:45:15,25.05228,121.52176,南京西路4號前,Zhongshan Dist,YouBike2.0_MRT Zhongshan Sta. (Exit 2),No. 4， Nanjing W. Rd.,33,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:15,2023-05-08
500107060,YouBike2.0_撫順公園,20,0,中山區,2023-05-08 20:35:04,25.06416,121.52203,中山北路三段2號對側,Zhongshan Dist,YouBike2.0_Fushun Park,No. 2， Sec. 3， Jhongshan N. Rd. (Opposite),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:35:04,2023-05-08
500107065,YouBike2.0_松江路77巷口,10,0,中山區,2023-05-08 19:41:04,25.04985,121.53312,松江路77巷口,Zhongshan Dist,YouBike2.0_Ln. 77， Songjiang Rd.,Ln. 77， Songjiang Rd.,10,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:41:04,2023-05-08
500107066,YouBike2.0_建國長安路口,20,0,中山區,2023-05-08 20:43:04,25.04836,121.53669,建國北路一段與長安東路二段口北側,Zhongshan Dist,YouBike2.0_Jianguo & Chang'an Intersection,Sec. 1， Jianguo N. Rd. & Sec. 2， Chang'an E. Rd. Intersection (North),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:43:04,2023-05-08
500107075,YouBike2.0_國立臺北大學(臺北校區),38,0,中山區,2023-05-08 20:45:15,25.05794,121.54244,民生東路三段67號前,Zhongshan Dist,YouBike2.0_National Taipei University(Taipei Canpus),No. 67， Sec. 3， Minsheng E. Rd.,38,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:15,2023-05-08
500107077,YouBike2.0_中山北路二段59巷口,12,0,中山區,2023-05-08 20:28:04,25.05606,121.5229,中山北路二段59之3號前,Zhongshan Dist,YouBike2.0_Ln. 59， Sec. 2， Zhongshan N. Rd.,No. 59-3， Sec. 2， Zhongshan N. Rd.,12,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:28:04,2023-05-08
500107089,YouBike2.0_南京龍江路口,15,0,中山區,2023-05-08 20:41:04,25.05205,121.54012,南京東路三段121號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Longjiang Rd. Intersection,No. 121， Sec. 3， Nanjing E. Rd.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:41:04,2023-05-08
500107090,YouBike2.0_撫順街41巷(崇德宮前),19,0,中山區,2023-05-08 20:43:04,25.06389,121.51916,撫順街41巷1-7號對側,Zhongshan Dist,YouBike2.0_Ln. 41， Fushun St. (Chongde Temple),No. 1-7， Ln. 41， Fushun St.,19,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:43:04,2023-05-08
500107091,YouBike2.0_臺北市立圖書館大直分館,20,0,中山區,2023-05-08 20:45:15,25.08152,121.54646,大直街28號對側,Zhongshan Dist,YouBike2.0_Taipei Public Library Dazhi Branch,No. 28， Dazhi St. (Opposite),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:15,2023-05-08
500107092,YouBike2.0_捷運大直站(1號出口),27,0,中山區,2023-05-08 20:44:04,25.0801,121.54708,北安路535之2號旁,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta. (Exit 1),No. 535-2， Bei'an Rd.,27,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:44:04,2023-05-08
500107093,YouBike2.0_捷運松江南京站(4號出口),32,0,中山區,2023-05-08 20:44:14,25.0512,121.53312,松江路95-1至109號前方,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 4),No.109， Songjiang Rd.,32,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:44:14,2023-05-08
500107097,YouBike2.0_松江民生路口,17,0,中山區,2023-05-08 20:13:04,25.05765,121.53299,松江路208號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Minsheng Rd. Intersection,No. 208， Songjiang Rd.,17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:13:04,2023-05-08
500107100,YouBike2.0_長春一江街口,11,0,中山區,2023-05-08 20:15:05,25.05488,121.53142,長春路135號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Yijiang St. Intersection,No. 135， Changchun Rd.,11,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:15:05,2023-05-08
500107101,YouBike2.0_捷運松江南京站(8號出口),20,0,中山區,2023-05-08 20:45:05,25.05215,121.53276,南京東路二段101號前,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 8),No. 101， Sec. 2， Nanjing E. Rd.,20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:05,2023-05-08
500107103,YouBike2.0_松江長春路口,16,0,中山區,2023-05-08 20:21:07,25.05499,121.53295,松江路158號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Changchun Rd. Intersection,No. 158， Songjiang Rd.,16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:21:07,2023-05-08
500107105,YouBike2.0_民族玉門街口,20,0,中山區,2023-05-08 20:12:04,25.06873,121.52003,民族西路口與玉門街口東北側,Zhongshan Dist,YouBike2.0_Minzu Rd. & Yumen St. Intersection,Minzu W. Rd. & Yumen St. Intersection (Northeast),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:12:04,2023-05-08
500107109,YouBike2.0_樂群二明水路口_1,20,0,中山區,2023-05-08 20:01:04,25.07983,121.55236,樂群二路 / 明水路口(東側),Zhongshan Dist,YouBike2.0_Lequn 2nd Rd. & Mingshui Rd. Intersection,Lequn 2nd Rd. & Mingshui Rd. Intersection (East),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:01:04,2023-05-08
500107115,YouBike2.0_臺北市立美術館_1,18,0,中山區,2023-05-08 18:51:04,25.07063,121.52327,中山北路三段(花博流行館前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum_1,Sec. 3， Zhongshan N. Rd. (Pavilion of New Fashion),18,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 18:51:04,2023-05-08
500107122,YouBike2.0_捷運南京復興站(1號出口),21,0,中山區,2023-05-08 20:37:04,25.05253,121.54256,捷運南京復興站(1號出口)後方(遼寧街155巷),Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.1),MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155， Liaoning St.),21,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:37:04,2023-05-08
500107123,YouBike2.0_八德市場(北側),16,0,中山區,2023-05-08 20:21:07,25.04478,121.53661,建國南路一段/市民大道交叉口(北側),Zhongshan Dist,YouBike2.0_Bade Market (North),Sec. 1， Jianguo S. Rd. & Civic Blvd. Intersection (North),16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:21:07,2023-05-08
500107125,YouBike2.0_大直街94巷,15,0,中山區,2023-05-08 20:40:09,25.08431,121.54755,大直街94巷口,Zhongshan Dist,YouBike2.0_Ln. 94， Dazhi St.,Ln. 94， Dazhi St.,13,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:40:09,2023-05-08
500107126,YouBike2.0_捷運南京復興站(8號出口),25,0,中山區,2023-05-08 20:40:09,25.05196,121.5433,南京東路三段221號前,Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.8),No. 221， Sec. 3， Nanjing E. Rd.,25,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:40:09,2023-05-08
500107127,YouBike2.0_民權建國路口(南側),15,0,中山區,2023-05-08 20:45:05,25.06228,121.53702,民權東路三段/建國北路二段(南側高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo Rd. Intersection (South),Sec. 3， Minquan E. Rd. & Sec. 2， Jianguo N. Rd. (Under Elevated Bridge),15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:45:05,2023-05-08
500107132,YouBike2.0_捷運劍南路站(1號出口),17,0,中山區,2023-05-08 20:39:04,25.08573,121.55548,北安路811巷/821巷4弄口,Zhongshan Dist,YouBike2.0_MRT Jiannan Rd. Sta. (Exit. 1),Ln. 811， Bei'an Rd. & Aly. 4， Ln. 821， Bei'an Rd. Intersection,17,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:39:04,2023-05-08
500107133,YouBike2.0_敬業三樂群三路口(西北側),16,0,中山區,2023-05-08 19:48:04,25.08272,121.55624,敬業三路/樂群三路口,Zhongshan Dist,YouBike2.0_Jingye 3rd Rd. & Lequn 3rd Rd. Intersection (Northwest),Jingye 3rd Rd. & Lequn 3rd Rd. Intersection,16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:48:04,2023-05-08
500107135,YouBike2.0_長寧大廈社區(南側),15,0,中山區,2023-05-08 19:33:04,25.05418,121.54332,遼寧街201巷13號前,Zhongshan Dist,YouBike2.0_Zhangning Dasha Community (South),No. 13， Ln. 201， Liaoning St.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:33:04,2023-05-08
500108002,YouBike2.0_北勢湖環保公園,15,0,內湖區,2023-05-08 19:53:05,25.08378,121.56208,內湖路一段66-72號前方公園,Neihu Dist,YouBike2.0_Beishi Lake Environmental Park,No. 66-72， Sec. 1， Neihu Rd.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:53:05,2023-05-08
500108014,YouBike2.0_瑞光計程車服務站,20,0,內湖區,2023-05-08 20:39:04,25.0745,121.57389,港墘路221巷2號,Neihu Dist,YouBike2.0_Ruiguangjichengchefuwu Sta,No. 2， Ln. 221， Gangqian Rd.,20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:39:04,2023-05-08
500108022,YouBike2.0_洲子二號公園,60,0,內湖區,2023-05-08 20:36:05,25.07932,121.56869,瑞光路500號(對面),Neihu Dist,YouBike2.0_Zhouzi No. 2 Park,No. 500， Ruiguang Rd. (Opposite),60,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:36:05,2023-05-08
500108025,YouBike2.0_成功金龍路口,23,0,內湖區,2023-05-08 19:39:04,25.08436,121.59478,成功路四段188號,Neihu Dist,YouBike2.0_Chenggong Rd & Jinlong Rd Intersection,No. 188， Sec. 4， Chenggong Rd.,23,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:39:04,2023-05-08
500108072,YouBike2.0_石潭公園(安康路),20,0,內湖區,2023-05-08 18:41:04,25.06261,121.59334,安康路28號西北側,Neihu Dist,YouBike2.0_Shitan Park (Ankang Rd.),No. 28， Ankang Rd. (Northwest),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 18:41:04,2023-05-08
500108090,YouBike2.0_堤頂大道新湖一路口,13,0,內湖區,2023-05-08 18:39:04,25.05892,121.57354,堤頂大道一段215號前,Neihu Dist,YouBike2.0_Tiding Blvd. & Xinhu 1st Rd. Intersection,No. 215， Sec. 1， Tiding Blvd.,13,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 18:39:04,2023-05-08
500108093,YouBike2.0_新湖二路250巷口,20,0,內湖區,2023-05-08 20:39:04,25.06455,121.58262,新湖二路/新湖二路250巷(西南側),Neihu Dist,YouBike2.0_Ln. 250， Xinhu 2nd Rd.,Xinhu 2nd Rd. & Ln. 250， Xinhu 2nd Rd. Intersection (Southwest),20,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:39:04,2023-05-08
500108098,YouBike2.0_內湖運動中心,21,0,內湖區,2023-05-08 20:30:25,25.07848,121.57493,洲子街12號前,Neihu Dist,YouBike2.0_Taipei Neihu Sports Center,No. 12， Zhouzi St.,21,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:30:25,2023-05-08
500108099,YouBike2.0_九華公園,16,0,內湖區,2023-04-12 02:08:04,25.08844,121.56122,文湖街21巷68弄25-6號北側,Neihu Dist,YouBike2.0_Jiuhua Park,No. 25-6， Aly. 68， Ln. 21， Wenhu St. (North),16,0,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-04-12 02:08:04,2023-04-12
500108109,YouBike2.0_瑞光路76巷口,12,0,內湖區,2023-05-08 18:09:04,25.07168,121.58125,瑞光路102號前,Neihu Dist,YouBike2.0_Ln. 76， Ruiguang Rd.,No. 102， Ruiguang Rd.,12,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 18:09:04,2023-05-08
500108110,YouBike2.0_捷運東湖站,28,0,內湖區,2023-05-08 20:42:06,25.06664,121.61351,安康路315巷/五分街14巷(西側),Neihu Dist,YouBike2.0_MRT Donghu Sta.,Ln. 315， Ankang Rd. & Ln. 14， Wufen St. Intersection (West),28,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:42:06,2023-05-08
500108116,YouBike2.0_宏匯瑞光廣場(瑞光路),16,0,內湖區,2023-05-08 19:51:04,25.07676,121.57433,瑞光路353號前(瑞光路側人行道),Neihu Dist,YouBike2.0_Honhui Ruiguang Plaza (Ruiguang Rd.),No. 353， Ruiguang Rd. (Ruiguang Rd.),16,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 19:51:04,2023-05-08
500108119,YouBike2.0_內湖路一段360巷,15,0,內湖區,2023-05-08 20:01:04,25.0812,121.57067,內湖路一段358號,Neihu Dist,YouBike2.0_Ln. 360， Sec. 1， Neihu Rd.,No. 358， Sec. 1， Neihu Rd.,15,1,2023-05-08 20:45:30,2023-05-08 20:45:55,2023-05-08 20:01:04,2023-05-08
