出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1110912","11108","2478","大毅","電子零組件業","369938","348427","560785","6.1737465810628915","-34.03211569496331","3458108","4308769","-19.74255291940691","-"
"1110912","11108","2480","敦陽科","資訊服務業","576222","512430","542860","12.448919852467654","6.145599233688244","4305219","4032265","6.769247556894202","-"
"1110912","11108","2481","強茂","半導體業","1004167","1113783","1232285","-9.841773487295102","-18.511789074767606","9319181","9183393","1.4786256016703194","本月營收淨額含功率元件及其他IC產品$996,383仟元及太陽能$20,190仟元，減銷退/折$12,406仟元。"
"1110912","11108","2482","連宇","其他電子業","114766","85375","85143","34.42576866764275","34.79205571802732","702646","554557","26.70401780159659","-"
"1110912","11108","2483","百容","電子零組件業","184960","190205","204464","-2.757551063326411","-9.53908756553721","1577248","1395104","13.05594421634516","-"
"1110912","11108","2484","希華","電子零組件業","266354","312326","309109","-14.719235670421291","-13.831690439294876","2323090","2161832","7.459321538398913","-"
"1110912","11108","2485","兆赫","通信網路業","655975","589100","557053","11.352062468171788","17.758094831192004","4001226","4057092","-1.3769961341768933","-"
"1110912","11108","2486","一詮","光電業","413832","443616","545313","-6.713914737069898","-24.111106832222962","3629531","3916610","-7.329782643663781","-"
"1110912","11108","2488","漢平","其他電子業","338510","339607","202777","-0.3230204324410274","66.93707866276748","2048915","1524125","34.43221520544575","本月營收較去年同期增加主要係因訂單量增加所致。"
"1110912","11108","2489","瑞軒","光電業","1318705","1025750","2193464","28.56007799171338","-39.88025333445181","11234236","13478371","-16.649897825189704","-"
"1110912","11108","2492","華新科","電子零組件業","2639851","2840653","3697119","-7.068867616002377","-28.597077886862717","25078144","29671980","-15.482067593736582","-"
"1110912","11108","2493","揚博","電子零組件業","266951","264948","238658","0.7559974032640367","11.855039428806075","2313825","1898386","21.88380023872911","-"
"1110912","11108","2495","普安","電腦及週邊設備業","134145","129078","100707","3.9255333984102636","33.20325300128094","853572","735451","16.061029218805874","-"
"1110912","11108","2497","怡利電","汽車工業","350939","238981","180444","46.8480757884518","94.48637804526612","2136876","1419696","50.516448591811205","8月延續去年下半年暨今年東南亞及中國大陸新案出貨, 致營收大幅成長"
"1110912","11108","2498","宏達電","通信網路業","312762","304518","366303","2.707229129312553","-14.616587906732951","2729894","3264374","-16.37312391288498","-"
